dataset,n,scenario,seed,arm,root_label,schedule_file_relative,raw_sha256,canonical_sha256,bytes,row_count,column_count,selected_exact_score,selected_iteration,guidance_mode,actual_pressure_weight,lns_seed
GermanOR,50,nominal,7,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,5a2177590b18b420145236c052570bf27a8883e6936ae82f927fbdf15c6357d1,3efbaf663b5740b8f319c6b44c568ed8f8fbb88f7af8a70b913802cc448dd456,3843,49,16,,,,,
GermanOR,50,nominal,7,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,5a2177590b18b420145236c052570bf27a8883e6936ae82f927fbdf15c6357d1,3efbaf663b5740b8f319c6b44c568ed8f8fbb88f7af8a70b913802cc448dd456,3843,49,16,,,,,
GermanOR,50,nominal,7,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,5a2177590b18b420145236c052570bf27a8883e6936ae82f927fbdf15c6357d1,3efbaf663b5740b8f319c6b44c568ed8f8fbb88f7af8a70b913802cc448dd456,3843,49,16,,,,,
GermanOR,50,nominal,7,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,5a2177590b18b420145236c052570bf27a8883e6936ae82f927fbdf15c6357d1,3efbaf663b5740b8f319c6b44c568ed8f8fbb88f7af8a70b913802cc448dd456,3843,49,16,,,,,
GermanOR,50,nominal,7,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,5a2177590b18b420145236c052570bf27a8883e6936ae82f927fbdf15c6357d1,3efbaf663b5740b8f319c6b44c568ed8f8fbb88f7af8a70b913802cc448dd456,3843,49,16,,,,,
GermanOR,50,nominal,11,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,825530387fee6fed05944f475a12fbd5215cdf4ea109ca4fa6d13a6ebdb639f9,69b4a6488f07d42ee659dabec3f53ef6ef1684b176a4fa29ea5550d360ffb5c9,3923,50,16,,,,,
GermanOR,50,nominal,11,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,825530387fee6fed05944f475a12fbd5215cdf4ea109ca4fa6d13a6ebdb639f9,69b4a6488f07d42ee659dabec3f53ef6ef1684b176a4fa29ea5550d360ffb5c9,3923,50,16,,,,,
GermanOR,50,nominal,11,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,825530387fee6fed05944f475a12fbd5215cdf4ea109ca4fa6d13a6ebdb639f9,69b4a6488f07d42ee659dabec3f53ef6ef1684b176a4fa29ea5550d360ffb5c9,3923,50,16,,,,,
GermanOR,50,nominal,11,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,825530387fee6fed05944f475a12fbd5215cdf4ea109ca4fa6d13a6ebdb639f9,69b4a6488f07d42ee659dabec3f53ef6ef1684b176a4fa29ea5550d360ffb5c9,3923,50,16,,,,,
GermanOR,50,nominal,11,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,825530387fee6fed05944f475a12fbd5215cdf4ea109ca4fa6d13a6ebdb639f9,69b4a6488f07d42ee659dabec3f53ef6ef1684b176a4fa29ea5550d360ffb5c9,3923,50,16,,,,,
GermanOR,50,nominal,19,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,959e3c8a61dfad65fc529aece9564f892fb8edd7152c9e181d6eaefd379ea22d,156f6a37359bf53b4bd9d8280bc5aa2d100375b0bdddc0f60e6e889164aa6615,3775,48,16,,,,,
GermanOR,50,nominal,19,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,959e3c8a61dfad65fc529aece9564f892fb8edd7152c9e181d6eaefd379ea22d,156f6a37359bf53b4bd9d8280bc5aa2d100375b0bdddc0f60e6e889164aa6615,3775,48,16,,,,,
GermanOR,50,nominal,19,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,959e3c8a61dfad65fc529aece9564f892fb8edd7152c9e181d6eaefd379ea22d,156f6a37359bf53b4bd9d8280bc5aa2d100375b0bdddc0f60e6e889164aa6615,3775,48,16,,,,,
GermanOR,50,nominal,19,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,959e3c8a61dfad65fc529aece9564f892fb8edd7152c9e181d6eaefd379ea22d,156f6a37359bf53b4bd9d8280bc5aa2d100375b0bdddc0f60e6e889164aa6615,3775,48,16,,,,,
GermanOR,50,nominal,19,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,959e3c8a61dfad65fc529aece9564f892fb8edd7152c9e181d6eaefd379ea22d,156f6a37359bf53b4bd9d8280bc5aa2d100375b0bdddc0f60e6e889164aa6615,3775,48,16,,,,,
GermanOR,50,nominal,23,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,168092f865498c930f63064ec6ace6d9d09c9432436175350d76e6a42c4cb894,fedf61fbc1bfcd142d7f7632fdb91983a77da3bf8c4d57dad1b8c2631ab248be,3819,49,16,,,,,
GermanOR,50,nominal,23,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,168092f865498c930f63064ec6ace6d9d09c9432436175350d76e6a42c4cb894,fedf61fbc1bfcd142d7f7632fdb91983a77da3bf8c4d57dad1b8c2631ab248be,3819,49,16,,,,,
GermanOR,50,nominal,23,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,168092f865498c930f63064ec6ace6d9d09c9432436175350d76e6a42c4cb894,fedf61fbc1bfcd142d7f7632fdb91983a77da3bf8c4d57dad1b8c2631ab248be,3819,49,16,,,,,
GermanOR,50,nominal,23,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,168092f865498c930f63064ec6ace6d9d09c9432436175350d76e6a42c4cb894,fedf61fbc1bfcd142d7f7632fdb91983a77da3bf8c4d57dad1b8c2631ab248be,3819,49,16,,,,,
GermanOR,50,nominal,23,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,168092f865498c930f63064ec6ace6d9d09c9432436175350d76e6a42c4cb894,fedf61fbc1bfcd142d7f7632fdb91983a77da3bf8c4d57dad1b8c2631ab248be,3819,49,16,,,,,
GermanOR,50,nominal,29,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed29/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,983cd6f65f58c844c01f51a9add0fcc53f352f64067bb08d699a8041ec04c1fc,9e6df8e7174e4f72b665ae545a2d0509e93940836437079a09af2ca805ca5438,3818,49,16,,,,,
GermanOR,50,nominal,29,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed29/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,983cd6f65f58c844c01f51a9add0fcc53f352f64067bb08d699a8041ec04c1fc,9e6df8e7174e4f72b665ae545a2d0509e93940836437079a09af2ca805ca5438,3818,49,16,,,,,
GermanOR,50,nominal,29,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed29/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,983cd6f65f58c844c01f51a9add0fcc53f352f64067bb08d699a8041ec04c1fc,9e6df8e7174e4f72b665ae545a2d0509e93940836437079a09af2ca805ca5438,3818,49,16,,,,,
GermanOR,50,nominal,29,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed29/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,983cd6f65f58c844c01f51a9add0fcc53f352f64067bb08d699a8041ec04c1fc,9e6df8e7174e4f72b665ae545a2d0509e93940836437079a09af2ca805ca5438,3818,49,16,,,,,
GermanOR,50,nominal,29,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed29/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,983cd6f65f58c844c01f51a9add0fcc53f352f64067bb08d699a8041ec04c1fc,9e6df8e7174e4f72b665ae545a2d0509e93940836437079a09af2ca805ca5438,3818,49,16,,,,,
GermanOR,50,nominal,31,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed31/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,649cc700616ee250dc0dd35c2b3e4017c3d8d28506b76fdc2a509af6c983b4d9,032177cdee94ed99d83f9063217801784579e6c392adeaeff6480da8f27f35b0,3702,48,16,,,,,
GermanOR,50,nominal,31,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed31/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,649cc700616ee250dc0dd35c2b3e4017c3d8d28506b76fdc2a509af6c983b4d9,032177cdee94ed99d83f9063217801784579e6c392adeaeff6480da8f27f35b0,3702,48,16,,,,,
GermanOR,50,nominal,31,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed31/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,649cc700616ee250dc0dd35c2b3e4017c3d8d28506b76fdc2a509af6c983b4d9,032177cdee94ed99d83f9063217801784579e6c392adeaeff6480da8f27f35b0,3702,48,16,,,,,
GermanOR,50,nominal,31,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed31/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,649cc700616ee250dc0dd35c2b3e4017c3d8d28506b76fdc2a509af6c983b4d9,032177cdee94ed99d83f9063217801784579e6c392adeaeff6480da8f27f35b0,3702,48,16,,,,,
GermanOR,50,nominal,31,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed31/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,649cc700616ee250dc0dd35c2b3e4017c3d8d28506b76fdc2a509af6c983b4d9,032177cdee94ed99d83f9063217801784579e6c392adeaeff6480da8f27f35b0,3702,48,16,,,,,
GermanOR,50,nominal,37,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed37/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,a5e1ec5b942dad493f5092405def2d24ac8bd7ee22ef62e066c880d7b50050e8,58583cd3aac933a4a4a07296101be8544894903b5b3a89208730dcc7bdb51d32,3761,48,16,,,,,
GermanOR,50,nominal,37,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed37/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,a5e1ec5b942dad493f5092405def2d24ac8bd7ee22ef62e066c880d7b50050e8,58583cd3aac933a4a4a07296101be8544894903b5b3a89208730dcc7bdb51d32,3761,48,16,,,,,
GermanOR,50,nominal,37,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed37/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,a5e1ec5b942dad493f5092405def2d24ac8bd7ee22ef62e066c880d7b50050e8,58583cd3aac933a4a4a07296101be8544894903b5b3a89208730dcc7bdb51d32,3761,48,16,,,,,
GermanOR,50,nominal,37,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed37/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,a5e1ec5b942dad493f5092405def2d24ac8bd7ee22ef62e066c880d7b50050e8,58583cd3aac933a4a4a07296101be8544894903b5b3a89208730dcc7bdb51d32,3761,48,16,,,,,
GermanOR,50,nominal,37,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed37/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,a5e1ec5b942dad493f5092405def2d24ac8bd7ee22ef62e066c880d7b50050e8,58583cd3aac933a4a4a07296101be8544894903b5b3a89208730dcc7bdb51d32,3761,48,16,,,,,
GermanOR,50,nominal,41,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed41/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,d321448c3c6b9a2476b73ab7474e05abd1156f2ca7b794c4a00b5c17dfffed69,f2df5458ba85d55c18329b3da9b2fb43804ee168125aa3398c687b6ddc70917b,3905,50,16,,,,,
GermanOR,50,nominal,41,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed41/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,d321448c3c6b9a2476b73ab7474e05abd1156f2ca7b794c4a00b5c17dfffed69,f2df5458ba85d55c18329b3da9b2fb43804ee168125aa3398c687b6ddc70917b,3905,50,16,,,,,
GermanOR,50,nominal,41,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed41/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,d321448c3c6b9a2476b73ab7474e05abd1156f2ca7b794c4a00b5c17dfffed69,f2df5458ba85d55c18329b3da9b2fb43804ee168125aa3398c687b6ddc70917b,3905,50,16,,,,,
GermanOR,50,nominal,41,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed41/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,d321448c3c6b9a2476b73ab7474e05abd1156f2ca7b794c4a00b5c17dfffed69,f2df5458ba85d55c18329b3da9b2fb43804ee168125aa3398c687b6ddc70917b,3905,50,16,,,,,
GermanOR,50,nominal,41,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed41/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,d321448c3c6b9a2476b73ab7474e05abd1156f2ca7b794c4a00b5c17dfffed69,f2df5458ba85d55c18329b3da9b2fb43804ee168125aa3398c687b6ddc70917b,3905,50,16,,,,,
GermanOR,50,nominal,43,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed43/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,eed0a4b7b47dc1fd9e2b40517a18615440656f5cd0e9f5c4bf28c60d625557f8,e97edeeaf24e05b5157911ef405ad91140b94c4f12290508ae37c61f3cb34773,3847,50,16,,,,,
GermanOR,50,nominal,43,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed43/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,eed0a4b7b47dc1fd9e2b40517a18615440656f5cd0e9f5c4bf28c60d625557f8,e97edeeaf24e05b5157911ef405ad91140b94c4f12290508ae37c61f3cb34773,3847,50,16,,,,,
GermanOR,50,nominal,43,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed43/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,eed0a4b7b47dc1fd9e2b40517a18615440656f5cd0e9f5c4bf28c60d625557f8,e97edeeaf24e05b5157911ef405ad91140b94c4f12290508ae37c61f3cb34773,3847,50,16,,,,,
GermanOR,50,nominal,43,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed43/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,eed0a4b7b47dc1fd9e2b40517a18615440656f5cd0e9f5c4bf28c60d625557f8,e97edeeaf24e05b5157911ef405ad91140b94c4f12290508ae37c61f3cb34773,3847,50,16,,,,,
GermanOR,50,nominal,43,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed43/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,eed0a4b7b47dc1fd9e2b40517a18615440656f5cd0e9f5c4bf28c60d625557f8,e97edeeaf24e05b5157911ef405ad91140b94c4f12290508ae37c61f3cb34773,3847,50,16,,,,,
GermanOR,50,nominal,47,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/nominal/case_50_seed47/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,beb03b4b5595eb2254f538d0a872962a43730df6ecc2f26a627f9c0eec16415f,444a78fc649af3a1e0e386a8be87dd808638e4fb462a0d41ad806ea0f0111061,3691,47,16,,,,,
GermanOR,50,nominal,47,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/nominal/case_50_seed47/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,beb03b4b5595eb2254f538d0a872962a43730df6ecc2f26a627f9c0eec16415f,444a78fc649af3a1e0e386a8be87dd808638e4fb462a0d41ad806ea0f0111061,3691,47,16,,,,,
GermanOR,50,nominal,47,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/nominal/case_50_seed47/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,beb03b4b5595eb2254f538d0a872962a43730df6ecc2f26a627f9c0eec16415f,444a78fc649af3a1e0e386a8be87dd808638e4fb462a0d41ad806ea0f0111061,3691,47,16,,,,,
GermanOR,50,nominal,47,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/nominal/case_50_seed47/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,beb03b4b5595eb2254f538d0a872962a43730df6ecc2f26a627f9c0eec16415f,444a78fc649af3a1e0e386a8be87dd808638e4fb462a0d41ad806ea0f0111061,3691,47,16,,,,,
GermanOR,50,nominal,47,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/nominal/case_50_seed47/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,beb03b4b5595eb2254f538d0a872962a43730df6ecc2f26a627f9c0eec16415f,444a78fc649af3a1e0e386a8be87dd808638e4fb462a0d41ad806ea0f0111061,3691,47,16,,,,,
GermanOR,50,transfer_bottleneck,7,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/transfer_bottleneck/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3f553623ff422f1b34b8d84762476fa5bd7b6b1b36da84ca0794e7c73827c069,71222a8950f3c77847b89035feb01c7fac09de8c79d02479aba08ecfef81dd8f,3758,48,16,,,,,
GermanOR,50,transfer_bottleneck,7,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/transfer_bottleneck/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3f553623ff422f1b34b8d84762476fa5bd7b6b1b36da84ca0794e7c73827c069,71222a8950f3c77847b89035feb01c7fac09de8c79d02479aba08ecfef81dd8f,3758,48,16,,,,,
GermanOR,50,transfer_bottleneck,7,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/transfer_bottleneck/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3f553623ff422f1b34b8d84762476fa5bd7b6b1b36da84ca0794e7c73827c069,71222a8950f3c77847b89035feb01c7fac09de8c79d02479aba08ecfef81dd8f,3758,48,16,,,,,
GermanOR,50,transfer_bottleneck,7,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/transfer_bottleneck/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3f553623ff422f1b34b8d84762476fa5bd7b6b1b36da84ca0794e7c73827c069,71222a8950f3c77847b89035feb01c7fac09de8c79d02479aba08ecfef81dd8f,3758,48,16,,,,,
GermanOR,50,transfer_bottleneck,7,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/transfer_bottleneck/case_50_seed7/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3f553623ff422f1b34b8d84762476fa5bd7b6b1b36da84ca0794e7c73827c069,71222a8950f3c77847b89035feb01c7fac09de8c79d02479aba08ecfef81dd8f,3758,48,16,,,,,
GermanOR,50,transfer_bottleneck,11,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/transfer_bottleneck/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3219cf65630c98aac67b9e86bda3fedb4c89254844cc0cefe682b2df75949084,74d3712f8e37fe6f6bbefd16e6ab6baa571d1d2d3a491e596091606004600449,3843,50,16,,,,,
GermanOR,50,transfer_bottleneck,11,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/transfer_bottleneck/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3219cf65630c98aac67b9e86bda3fedb4c89254844cc0cefe682b2df75949084,74d3712f8e37fe6f6bbefd16e6ab6baa571d1d2d3a491e596091606004600449,3843,50,16,,,,,
GermanOR,50,transfer_bottleneck,11,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/transfer_bottleneck/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3219cf65630c98aac67b9e86bda3fedb4c89254844cc0cefe682b2df75949084,74d3712f8e37fe6f6bbefd16e6ab6baa571d1d2d3a491e596091606004600449,3843,50,16,,,,,
GermanOR,50,transfer_bottleneck,11,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/transfer_bottleneck/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3219cf65630c98aac67b9e86bda3fedb4c89254844cc0cefe682b2df75949084,74d3712f8e37fe6f6bbefd16e6ab6baa571d1d2d3a491e596091606004600449,3843,50,16,,,,,
GermanOR,50,transfer_bottleneck,11,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/transfer_bottleneck/case_50_seed11/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,3219cf65630c98aac67b9e86bda3fedb4c89254844cc0cefe682b2df75949084,74d3712f8e37fe6f6bbefd16e6ab6baa571d1d2d3a491e596091606004600449,3843,50,16,,,,,
GermanOR,50,transfer_bottleneck,19,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/transfer_bottleneck/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,e41abe2063ff8f854f16e9309f673bdb54b89eadf7490421532c1dc46f4c36b4,6babb68b8e6a1708684034411a9d928e5026cb44da102d02476269495773b811,3766,48,16,,,,,
GermanOR,50,transfer_bottleneck,19,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/transfer_bottleneck/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,e41abe2063ff8f854f16e9309f673bdb54b89eadf7490421532c1dc46f4c36b4,6babb68b8e6a1708684034411a9d928e5026cb44da102d02476269495773b811,3766,48,16,,,,,
GermanOR,50,transfer_bottleneck,19,price_cal_w0p5,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p5/transfer_bottleneck/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,e41abe2063ff8f854f16e9309f673bdb54b89eadf7490421532c1dc46f4c36b4,6babb68b8e6a1708684034411a9d928e5026cb44da102d02476269495773b811,3766,48,16,,,,,
GermanOR,50,transfer_bottleneck,19,price_cal_w1,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w1/transfer_bottleneck/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,e41abe2063ff8f854f16e9309f673bdb54b89eadf7490421532c1dc46f4c36b4,6babb68b8e6a1708684034411a9d928e5026cb44da102d02476269495773b811,3766,48,16,,,,,
GermanOR,50,transfer_bottleneck,19,price_cal_w2,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w2/transfer_bottleneck/case_50_seed19/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,e41abe2063ff8f854f16e9309f673bdb54b89eadf7490421532c1dc46f4c36b4,6babb68b8e6a1708684034411a9d928e5026cb44da102d02476269495773b811,3766,48,16,,,,,
GermanOR,50,transfer_bottleneck,23,price_cal_w0,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0/transfer_bottleneck/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,66e2790982e64ae6ee800584f2f2ef075ce259cbac6fc91bb8341ae350c7d29e,c94a3f44a457d2037c6844572641f636078598f1a5178dcf3d9771125d08124f,3838,50,16,,,,,
GermanOR,50,transfer_bottleneck,23,price_cal_w0p25,recourse_level1_price_cal_results_v3,GermanOR/n50/price_cal_w0p25/transfer_bottleneck/case_50_seed23/06_downstream_aggressive_spiral_pr_glns/spiral_pr_glns_schedule.csv,66e2790982e64ae6ee800584f2f2ef075ce259cbac6fc91bb8341ae350c7d29e,c94a3f44a457d2037c6844572641f636078598f1a5178dcf3d9771125d08124f,3838,50,16,,,,,
