dataset,n,scenario,seed,gap,source_file,gap_col_used
Synthetic,150,transfer_bottleneck,19,164943.43999999994,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,23,-377536.8800000001,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,29,-284594.7999999998,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,31,110153.36,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,37,-258855.2000000002,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,41,22884.80000000028,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,43,10045772.000000002,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,47,6052648.4,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,150,transfer_bottleneck,7,105551.76,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,11,1144.959999999992,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,19,4158.160000000004,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,23,-2402.8800000000047,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,29,-9773.360000000044,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,31,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,37,-8466.640000000014,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,41,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,43,1409.6800000000512,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,47,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,nominal,7,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,11,-7000.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,19,-6905.359999999986,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,23,-11000.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,29,-3181.5200000000186,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,31,-16087.359999999986,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,37,4650.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,41,567.1199999999953,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,43,4481.039999999979,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,47,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,50,transfer_bottleneck,7,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,11,5224.160000000033,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,19,-17477.280000000028,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,23,-11800.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,29,17258.320000000007,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,31,-5896.880000000005,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,37,11515.919999999984,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,41,-25970.23999999999,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,43,8064.799999999988,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,47,-2200.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,nominal,7,-2999.7600000000093,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,11,2497.360000000044,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,19,-12238.719999999972,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,23,-18162.399999999965,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,29,29631.359999999982,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,31,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,37,2681.7600000000093,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,41,-10100.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,43,-6868.72000000003,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,47,0.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
Synthetic,70,transfer_bottleneck,7,-2100.0,synthetic_abclean_Aonly_full_analysis_v2\A_effect_w0_vs_clean_detailed_synth.csv,A_gap_clean_minus_Aonly
